# legalhist.whitelist candidates for OCR digit-corrupted reporter abbreviations
# sample: 1052158 pages (10.0% of moml.page_ocrtext)
# reporter_standard is proposed by stripping letter-flanked digits and
# looking the result up in the current whitelist. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the stripped spelling is itself a reporter in
# legalhist.reporters, and "via-variant" when it is another whitelist variant
# that maps onward, in which case the proposal inherits that entry's looseness.
#
# count	reporter_found	stripped	reporter_standard	confidence	example
#UNRESOLVED	1	"iS4S"	"iSS"	"1 iS4S 4"
#UNRESOLVED	1	"iSSISS1IPPI"	"iSSISSIPPI"	"61 iSSISS1IPPI, 125"
#UNRESOLVED	1	"ia ie by s1h a"	"ia ie by sh a"	"18 ia ie by s1h a 11"
#UNRESOLVED	1	"ia. s1all."	"ia. sall."	"1 ia. s1all. 1"
#UNRESOLVED	1	"iahilwtin. r1tal."	"iahilwtin. rtal."	"7 iahilwtin. r1tal. 1"
#UNRESOLVED	1	"iai A0j"	"iai Aj"	"9 iai A0j 9"
#UNRESOLVED	1	"ib. I9S"	"ib. IS"	"194 ib. I9S 196"
#UNRESOLVED	1	"ic,. It. C5I.."	"ic,. It. CI.."	"9 ic,. It. C5I.. 7"
#UNRESOLVED	1	"ic7ards v. Rose"	"icards v. Rose"	"2 ic7ards\n\t\t\tv. Rose, 9"
#UNRESOLVED	1	"ick. O0W"	"ick. OW"	"1 ick. O0W, 28"
#UNRESOLVED	1	"ics (o2r ditll)Act."	"ics (or ditll)Act."	"42 ics (o2r ditll)Act. 1"
#UNRESOLVED	1	"id Act, Il1il tiiu"	"id Act, Ilil tiiu"	"1 id Act, Il1il tiiu 1"
#UNRESOLVED	1	"id. x2o."	"id. xo."	"25 id. x2o.\n\t\t\t6"
#UNRESOLVED	1	"ideiit. xtt1L(e"	"ideiit. xttL(e"	"1 ideiit. xtt1L(e, 0"
#UNRESOLVED	1	"ido utII tol he1o"	"ido utII tol heo"	"1 ido utII tol he1o 1"
#UNRESOLVED	1	"idr7lciue ."	"idrlciue ."	"836 idr7lciue . 837"
#UNRESOLVED	1	"ie6C."	"ieC."	"16 ie6C. 3"
#UNRESOLVED	1	"ieit Irlu1vitllt ns"	"ieit Irluvitllt ns"	"1 ieit Irlu1vitllt ns 1"
#UNRESOLVED	1	"if I1ll1r l"	"if Illr l"	"11 if I1ll1r l 11"
#UNRESOLVED	1	"if II1i l nlrl ill"	"if IIi l nlrl ill"	"1 if II1i l nlrl ill 1"
#UNRESOLVED	1	"if ii Tv i i r4r .rI"	"if ii Tv i i rr .rI"	"0 if ii Tv i i r4r .rI 14"
#UNRESOLVED	1	"if t1h"	"if th"	"717 if t1h 1"
#UNRESOLVED	1	"if t1lie aliiitily"	"if tlie aliiitily"	"1 if t1lie aliiitily 1"
#UNRESOLVED	1	"if thee Illitt I1llt"	"if thee Illitt Illt"	"58 if thee Illitt I1llt 1"
#UNRESOLVED	1	"if7y. I oo."	"ify. I oo."	"2 if7y. I oo. 3"
#UNRESOLVED	1	"ife .... i8ó"	"ife .... ió"	"1 ife .... i8ó 8"
#UNRESOLVED	1	"ifyin1g"	"ifying"	"101 ifyin1g 114"
#UNRESOLVED	1	"ignor1lly). ilt t"	"ignorlly). ilt t"	"111 ignor1lly). ilt t 111"
#UNRESOLVED	1	"ih1A"	"ihA"	"0 ih1A 4"
#UNRESOLVED	1	"ih1nl."	"ihnl."	"17 ih1nl. 30"
#UNRESOLVED	1	"ih2l ()l"	"ihl ()l"	"1 ih2l ()l 1"
#UNRESOLVED	1	"ihilhli1zfd. i &I"	"ihilhlizfd. i &I"	"1 ihilhli1zfd.\n\t\t\ti &I 15"
#UNRESOLVED	1	"ihllardso1ll ILuther"	"ihllardsoll ILuther"	"4 ihllardso1ll ILuther, 2"
#UNRESOLVED	1	"ihr D1hioll"	"ihr Dhioll"	"1 ihr D1hioll 1"
#UNRESOLVED	1	"ihto po1kird jlnto"	"ihto pokird jlnto"	"1 ihto po1kird jlnto 1110"
#UNRESOLVED	1	"ihul1h."	"ihulh."	"1 ihul1h. 443"
#UNRESOLVED	1	"ii Il1tt"	"ii Iltt"	"141 ii Il1tt 411"
#UNRESOLVED	1	"ii i3biv"	"ii ibiv"	"28 ii i3biv 438"
#UNRESOLVED	1	"ii, l t1c. distan"	"ii, l tc. distan"	"1 ii, l t1c. distan , 1"
#UNRESOLVED	1	"ii. ó1il ii."	"ii. óil ii."	"27 ii. ó1il ii. 8"
#UNRESOLVED	1	"ii.). slfh )l p1g(,s"	"ii.). slfh )l pg(,s"	"1 ii.). slfh )l p1g(,s, 1"
#UNRESOLVED	1	"ii1t iucper oi"	"iit iucper oi"	"0 ii1t iucper oi 0"
#UNRESOLVED	1	"ii2oA, fiscal year."	"iioA, fiscal year."	"310 ii2oA, fiscal year. 3"
#UNRESOLVED	1	"iialiIs1t theI"	"iialiIst theI"	"14 iialiIs1t theI 1101"
#UNRESOLVED	1	"iiihitodly its t1iy"	"iiihitodly its tiy"	"11 iiihitodly its t1iy 11"
#UNRESOLVED	1	"iiii1e. lii ,it"	"iiiie. lii ,it"	"11 iiii1e. lii ,it 11"
#UNRESOLVED	1	"iil4W"	"iilW"	"111 iil4W 1"
#UNRESOLVED	1	"iim2s."	"iims."	"2 iim2s. 204"
#UNRESOLVED	1	"iit, nl d t1he"	"iit, nl d the"	"11 iit, nl d t1he 1"
#UNRESOLVED	1	"iit2s"	"iits"	"21 iit2s 1"
#UNRESOLVED	1	"ike1a II IIIIIV"	"ikea II IIIIIV"	"2 ike1a II IIIIIV 41"
#UNRESOLVED	1	"ike1ˆ ter jt4if"	"ikeˆ ter jtif"	"4 ike1ˆ ter jt4if 4"
#UNRESOLVED	1	"il i4ss"	"il iss"	"494 il i4ss 14"
#UNRESOLVED	1	"il tr1uth"	"il truth"	"11 il tr1uth 11"
#UNRESOLVED	1	"il.LI1a"	"il.LIa"	"1 il.LI1a 1111"
#UNRESOLVED	1	"il1id Wf l No."	"ilid Wf l No."	"211 il1id Wf l No.\n\t\t\t145"
#UNRESOLVED	1	"il1tili. (IKy.)"	"iltili. (IKy.)"	"10 il1tili. (IKy.)\n\t\t\t3"
#UNRESOLVED	1	"il3i,."	"ili,."	"24\n\t\t\til3i,. 717"
#UNRESOLVED	1	"il5s rule"	"ils rule"	"0 il5s rule, 1"
#UNRESOLVED	1	"il7t"	"ilt"	"4 il7t 18"
#UNRESOLVED	1	"ilS1l ."	"ilSl ."	"41 ilS1l . 63"
#UNRESOLVED	1	"ili illilill1i"	"ili illililli"	"1 ili illilill1i 11"
#UNRESOLVED	1	"ili tO5SSLit) Ii"	"ili tOSSLit) Ii"	"1 ili tO5SSLit) Ii, 0"
#UNRESOLVED	1	"ili1t, a"	"ilit, a"	"1 ili1t, a 1"
#UNRESOLVED	1	"ilil4h"	"ililh"	"5 ilil4h 1"
#UNRESOLVED	1	"ilil4t ill"	"ililt ill"	"1 ilil4t ill 1"
#UNRESOLVED	1	"iljt1I"	"iljtI"	"11 iljt1I 1"
#UNRESOLVED	1	"ilk thel Iir4sl."	"ilk thel Iirsl."	"40 ilk thel Iir4sl. 11"
#UNRESOLVED	1	"ill Hmtict Httl1uI"	"ill Hmtict HttluI"	"111 ill Hmtict Httl1uI 0"
#UNRESOLVED	1	"ill I1lieC"	"ill IlieC"	"11 ill I1lieC, 1175"
#UNRESOLVED	1	"ill Ircspe3t."	"ill Ircspet."	"3 ill Ircspe3t. 1"
#UNRESOLVED	1	"ill P1r .I"	"ill Pr .I"	"11 ill P1r .I 44"
#UNRESOLVED	1	"ill exper1ivil ek."	"ill experivil ek."	"1 ill exper1ivil ek.\n\t\t\t1"
#UNRESOLVED	1	"ill s1t"	"ill st"	"11 ill s1t 1"
#UNRESOLVED	1	"ill tO h sl ri4ll of"	"ill tO h sl rill of"	"0 ill tO h sl ri4ll of 1"
#UNRESOLVED	1	"ill thi1s"	"ill this"	"333 ill thi1s 3333"
#UNRESOLVED	1	"ill.. l lelgth n1d"	"ill.. l lelgth nd"	"13 ill.. l lelgth n1d 8"
#UNRESOLVED	1	"ill1N. Im."	"illN. Im."	"1 ill1N. Im. 1"
#UNRESOLVED	1	"ill1cbaiiglh , ii."	"illcbaiiglh , ii."	"1 ill1cbaiiglh , ii. 483"
#UNRESOLVED	1	"ill1llt si N. Y."	"illllt si N. Y."	"44 ill1llt si N. Y., 38"
#UNRESOLVED	1	"ill2rgit ot iohies"	"illrgit ot iohies"	"221 ill2rgit ot iohies 11"
#UNRESOLVED	1	"ill4y"	"illy"	"111 ill4y 5444"
#UNRESOLVED	1	"illSt.itllti4l (tl"	"illSt.itlltil (tl"	"11 illSt.itllti4l (tl 111"
#UNRESOLVED	1	"illj3I)y."	"illjI)y."	"33 illj3I)y. 13"
#UNRESOLVED	1	"illli l0w"	"illli lw"	"1 illli l0w 1"
#UNRESOLVED	1	"ills0isn"	"illsisn"	"1 ills0isn, 15"
#UNRESOLVED	1	"ilo3il."	"iloil."	"555 ilo3il. 231"
#UNRESOLVED	1	"ilrr Irt1t"	"ilrr Irtt"	"1 ilrr Irt1t 1"
#UNRESOLVED	1	"ilt1i"	"ilti"	"1 ilt1i 1"
#UNRESOLVED	1	"ilua(S(Ii0wol O"	"ilua(S(Iiwol O"	"141 ilua(S(Ii0wol O 07"
#UNRESOLVED	1	"ilw l.r bill I1ill"	"ilw l.r bill Iill"	"11 ilw l.r bill I1ill 111"
#UNRESOLVED	1	"im1n"	"imn"	"3 im1n, 449"
#UNRESOLVED	1	"in B1ook"	"in Book"	"884 in B1ook 209"
#UNRESOLVED	1	"in c th4e"	"in c the"	"4 in c th4e 4"
#UNRESOLVED	1	"in l(i6i to"	"in l(ii to"	"140 in l(i6i to 123"
#UNRESOLVED	1	"in ryarMer4l . l("	"in ryarMerl . l("	"1 in ryarMer4l . l( 4"
#UNRESOLVED	1	"in2yrs."	"inyrs."	"263 in2yrs. 1849"
#UNRESOLVED	1	"in3yrs."	"inyrs."	"931 in3yrs. 1848"
#UNRESOLVED	1	"in3ˆtrument Ir."	"inˆtrument Ir."	"2 in3ˆtrument Ir. 246"
#UNRESOLVED	1	"in4yrs."	"inyrs."	"127 in4yrs. 1847"
#UNRESOLVED	1	"in6o N. Y."	"ino N. Y."	"2 in6o N. Y. 571"
#UNRESOLVED	1	"inclusive. ó1H. S."	"inclusive. óH. S."	"8 inclusive. ó1H. S., 30"
#UNRESOLVED	1	"inderl3Eliz Eliz. c."	"inderlEliz Eliz. c."	"13 inderl3Eliz Eliz. c. 5"
#UNRESOLVED	1	"inlteIfer3e ittill"	"inlteIfere ittill"	"111 inlteIfer3e ittill 1"
#UNRESOLVED	1	"inltea4l of"	"inlteal of"	"235 inltea4l of 228"
#UNRESOLVED	1	"iock I1laud...."	"iock Ilaud...."	"136 iock I1laud.... 462"
#UNRESOLVED	1	"iolt1t Ch."	"ioltt Ch."	"2 iolt1t Ch. 38"
#UNRESOLVED	1	"ior S7S."	"ior SS."	"77 ior S7S. 540"
#UNRESOLVED	1	"ipennl5hIurt"	"ipennlhIurt"	"111 ipennl5hIurt 3"
#UNRESOLVED	1	"ir2l l ."	"irl l ."	"1 ir2l l . 1"
#UNRESOLVED	1	"ir6s."	"irs."	"2 ir6s. 3"
#UNRESOLVED	1	"irL3Ol"	"irLOl"	"111 irL3Ol 315"
#UNRESOLVED	1	"iri& and A4ar"	"iri& and Aar"	"17 iri& and A4ar 77"
#UNRESOLVED	1	"is X m0I. X"	"is X mI. X"	"912 is X m0I.\n\t\t\tX 102"
#UNRESOLVED	1	"is it low r1ate ."	"is it low rate ."	"3 is it low r1ate .\n\t\t\t27"
#UNRESOLVED	1	"is n1os a"	"is nos a"	"1 is n1os a 0115"
#UNRESOLVED	1	"is no4t"	"is not"	"1 is no4t 2"
#UNRESOLVED	1	"is t1ie secoind"	"is tie secoind"	"1 is t1ie secoind 111"
#UNRESOLVED	1	"is trem4v"	"is tremv"	"4 is trem4v 4"
#UNRESOLVED	1	"is0i"	"isi"	"3 is0i, 687"
#UNRESOLVED	1	"is1ni"	"isni"	"75 is1ni 11"
#UNRESOLVED	1	"islI1l it"	"islIl it"	"111 islI1l it 1"
#UNRESOLVED	1	"isri4ll"	"isrill"	"1 isri4ll 44"
#UNRESOLVED	1	"it hac4k."	"it hack."	"4 it hac4k. 3"
#UNRESOLVED	1	"it i ri1s onl"	"it i ris onl"	"111 it i ri1s onl 1"
#UNRESOLVED	1	"it ilolj4isx"	"it iloljisx"	"441 it ilolj4isx 4"
#UNRESOLVED	1	"it l4r"	"it lr"	"1 it l4r 4"
#UNRESOLVED	1	"it lnid n n1o"	"it lnid n no"	"1 it lnid n n1o 1"
#UNRESOLVED	1	"it otl6h lo"	"it otlh lo"	"1 it otl6h lo 1"
#UNRESOLVED	1	"it tot1s"	"it tots"	"1 it tot1s 4"
#UNRESOLVED	1	"it was hItlI I1at"	"it was hItlI Iat"	"11 it was hItlI I1at 1"
#UNRESOLVED	1	"it1is t"	"itis t"	"1 it1is t 1"
#UNRESOLVED	1	"itO thu Nuqoo1t)r L"	"itO thu Nuqoot)r L"	"1 itO thu Nuqoo1t)r L 1"
#UNRESOLVED	1	"itW5i"	"itWi"	"0 itW5i 01"
#UNRESOLVED	1	"iti Il1tithiii ii"	"iti Iltithiii ii"	"1 iti Il1tithiii ii 1"
#UNRESOLVED	1	"itl1ed"	"itled"	"111 itl1ed 1114"
#UNRESOLVED	1	"itl4l"	"itll"	"4 itl4l 14"
#UNRESOLVED	1	"itt ci (ait, I0Tite"	"itt ci (ait, ITite"	"1 itt ci (ait, I0Tite 140"
#UNRESOLVED	1	"itt3ributecl"	"ittributecl"	"1 itt3ributecl 1"
#UNRESOLVED	1	"itt4il nlsi y"	"ittil nlsi y"	"7 itt4il nlsi y 17"
#UNRESOLVED	1	"ittI1t"	"ittIt"	"4 ittI1t 11"
#UNRESOLVED	1	"iw h rl1h v"	"iw h rlh v"	"112 iw h rl1h v 5"
#UNRESOLVED	1	"ix8o"	"ixo"	"244 ix8o 244"
#UNRESOLVED	1	"ixin1ibin de"	"ixinibin de"	"11 ixin1ibin de 1"
#UNRESOLVED	1	"j1Oi"	"jOi"	"1 j1Oi, 2"
#UNRESOLVED	1	"j1illl lI."	"jilll lI."	"3 j1illl lI. 5"
#UNRESOLVED	1	"j1lill a"	"jlill a"	"20 j1lill a 1"
#UNRESOLVED	1	"j2ast"	"jast"	"2 j2ast, 782"
#UNRESOLVED	1	"j3an"	"jan"	"2\n\t\t\tj3an 2"
#UNRESOLVED	1	"j3rcbe einer"	"jrcbe einer"	"1 j3rcbe einer 91"
#UNRESOLVED	1	"j4d"	"jd"	"41 j4d 1401"
#UNRESOLVED	1	"j4ili4l"	"jilil"	"1 j4ili4l 11"
#UNRESOLVED	1	"j4ional"	"jional"	"1 j4ional 1115"
#UNRESOLVED	1	"j5S. i"	"jS. i"	"6 j5S. i 15"
#UNRESOLVED	1	"j6i"	"ji"	"140 j6i\n\t\t\t10"
#UNRESOLVED	1	"j9ed.i"	"jed.i"	"149 j9ed.i 8"
#UNRESOLVED	1	"jebe U3eise bie"	"jebe Ueise bie"	"4 jebe U3eise bie 1"
#UNRESOLVED	1	"ji e I il0l"	"ji e I ill"	"114 ji e I il0l 0"
#UNRESOLVED	1	"jic0ll l il r i"	"jicll l il r i"	"1 jic0ll l il r i 1"
#UNRESOLVED	1	"jivil1yitg withl"	"jivilyitg withl"	"434 jivil1yitg withl 1"
#UNRESOLVED	1	"jo1I.. ill ("	"joI.. ill ("	"1 jo1I.. ill ( 1"
#UNRESOLVED	1	"ju1iljili. cation"	"juiljili. cation"	"1 ju1iljili. cation 1"
#UNRESOLVED	1	"jud4g."	"judg."	"1 jud4g.\n\t\t\t414"
#UNRESOLVED	1	"k0ctio"	"kctio"	"01 k0ctio 1"
#UNRESOLVED	1	"k1It"	"kIt"	"141 k1It 5"
#UNRESOLVED	1	"k1ll"	"kll"	"1 k1ll 1"
#UNRESOLVED	1	"k2nd."	"knd."	"152 k2nd. 182"
#UNRESOLVED	1	"k3p I"	"kp I"	"1 k3p I 1"
#UNRESOLVED	1	"k3ti"	"kti"	"594 k3ti, 339"
#UNRESOLVED	1	"k6tet."	"ktet."	"6 k6tet. 397"
#UNRESOLVED	1	"k9Vlc.cc."	"kVlc.cc."	"8 k9Vlc.cc. 118"
#UNRESOLVED	1	"kcilgdoll wer WI4lie"	"kcilgdoll wer WIlie"	"41 kcilgdoll wer WI4lie 1"
#UNRESOLVED	1	"keep t1hei"	"keep thei"	"1 keep t1hei 411"
#UNRESOLVED	1	"ki4v l lter"	"kiv l lter"	"1 ki4v l lter 11"
#UNRESOLVED	1	"kil4Ill rm Ill.I"	"kilIll rm Ill.I"	"11 kil4Ill rm Ill.I 1"
#UNRESOLVED	1	"koundsn4en"	"koundsnen"	"2 koundsn4en 35"
#UNRESOLVED	1	"l I1lll"	"l Illl"	"1 l I1lll 1"
#UNRESOLVED	1	"l Ilr l li0Ir l il"	"l Ilr l liIr l il"	"8 l Ilr l li0Ir l il 1"
#UNRESOLVED	1	"l J W9A."	"l J WA."	"0 l J W9A. 9999"
#UNRESOLVED	1	"l Soils.l1d h"	"l Soils.ld h"	"1 l Soils.l1d h 1"
#UNRESOLVED	1	"l W1s toll."	"l Ws toll."	"1 l W1s toll. 1111"
#UNRESOLVED	1	"l c1r v l t"	"l cr v l t"	"1 l c1r v l t 1"
#UNRESOLVED	1	"l it4It."	"l itIt."	"333 l it4It. 41"
#UNRESOLVED	1	"l l.m1l"	"l l.ml"	"9 l l.m1l 1"
#UNRESOLVED	1	"l no i0ucll"	"l no iucll"	"1 l no i0ucll 1"
#UNRESOLVED	1	"l rle f4ullilld ill"	"l rle fullilld ill"	"114 l rle f4ullilld ill 1"
#UNRESOLVED	1	"l t1i."	"l ti."	"40 l t1i. 1"
#UNRESOLVED	1	"l t4ielailllO A Ai)"	"l tielailllO A Ai)"	"144 l t4ielailllO A Ai) 4"
#UNRESOLVED	1	"l t4ll I"	"l tll I"	"414 l t4ll I, 4"
#UNRESOLVED	1	"l( iiiii1i Iw"	"l( iiiiii Iw"	"1 l( iiiii1i Iw 11"
#UNRESOLVED	1	"l)rv.& ai1tt."	"l)rv.& aitt."	"4 l)rv.& ai1tt. 39"
#UNRESOLVED	1	"l, , ol5sl"	"l, , olsl"	"1 l, , ol5sl 1"
#UNRESOLVED	1	"l, tl1rlli"	"l, tlrlli"	"1 l, tl1rlli 11"
#UNRESOLVED	1	"l. . An. I1il)"	"l. . An. Iil)"	"1 l. . An. I1il) 1247"
#UNRESOLVED	1	"l. A1p. A)."	"l. Ap. A)."	"11 l. A1p. A). 22"
#UNRESOLVED	1	"l. i1s."	"l. is."	"431 l. i1s. 9"
#UNRESOLVED	1	"l.Il1d. I ..."	"l.Ild. I ..."	"408 l.Il1d. I ... 1408"
#UNRESOLVED	1	"l.an1c ."	"l.anc ."	"7 l.an1c . 1"
#UNRESOLVED	1	"l0I Iii it CIO"	"lI Iii it CIO"	"1 l0I Iii it CIO 14"
#UNRESOLVED	1	"l0O"	"lO"	"133 l0O 147"
#UNRESOLVED	1	"l0a, p."	"la, p."	"1 l0a, p. 13"
#UNRESOLVED	1	"l0ai State ."	"lai State ."	"425 l0ai\n\t\t\tState . 85"
#UNRESOLVED	1	"l0l"	"ll"	"908 l0l 0"
#UNRESOLVED	1	"l0o"	"lo"	"240 l0o 7"
#UNRESOLVED	1	"l0ss."	"lss."	"3 l0ss. 37"
#UNRESOLVED	1	"l1I."	"lI."	"7 l1I. 317"
#UNRESOLVED	1	"l1I.INS"	"lI.INS"	"51 l1I.INS 522"
#UNRESOLVED	1	"l1Iarr."	"lIarr."	"2 l1Iarr. 176"
#UNRESOLVED	1	"l1It July"	"lIt July"	"1 l1It July, 1832"
#UNRESOLVED	1	"l1S U. S."	"lS U. S."	"44 l1S U. S. 437"
#UNRESOLVED	1	"l1S ca"	"lS ca"	"83 l1S ca 1"
#UNRESOLVED	1	"l1VW."	"lVW."	"15 l1VW., 240"
#UNRESOLVED	1	"l1Waistlot."	"lWaistlot."	"1 l1Waistlot. 1"
#UNRESOLVED	1	"l1add."	"ladd."	"2 l1add. 353"
#UNRESOLVED	1	"l1agg. Cons. It."	"lagg. Cons. It."	"1 l1agg. Cons. It. 160"
#UNRESOLVED	1	"l1al. It."	"lal. It."	"4 l1al. It. 000"
#UNRESOLVED	1	"l1all"	"lall"	"1 l1all, 55"
#UNRESOLVED	1	"l1alst."	"lalst."	"2 l1alst. 29"
#UNRESOLVED	1	"l1apalje c. Ilall"	"lapalje c. Ilall"	"4 l1apalje c. Ilall, 1"
#UNRESOLVED	1	"l1ar)b."	"lar)b."	"19 l1ar)b. 562"
#UNRESOLVED	1	"l1are"	"lare"	"9 l1are, 158"
#UNRESOLVED	1	"l1arh."	"larh."	"52 l1arh. 29"
#UNRESOLVED	1	"l1arnet r. Barnet"	"larnet r. Barnet"	"266 l1arnet r. Barnet, 29"
#UNRESOLVED	1	"l1aro"	"laro"	"1 l1aro 43"
#UNRESOLVED	1	"l1arr."	"larr."	"3 l1arr. 90"
#UNRESOLVED	1	"l1arr. (Del.)"	"larr. (Del.)"	"2 l1arr. (Del.) 1"
#UNRESOLVED	1	"l1artin (N. S.)"	"lartin (N. S.)"	"8 l1artin (N. S.), 1"
#UNRESOLVED	1	"l1awk. c."	"lawk. c."	"2 l1awk. c. 18"
#UNRESOLVED	1	"l1ayVw."	"layVw."	"2 l1ayVw. 3"
#UNRESOLVED	1	"l1ayslep"	"layslep"	"644 l1ayslep 1"
#UNRESOLVED	1	"l1ayw."	"layw."	"2 l1ayw. 110"
#UNRESOLVED	1	"l1cc. &. ."	"lcc. &. ."	"7 l1cc. &. . 117"
#UNRESOLVED	1	"l1cer."	"lcer."	"11 l1cer. 4"
#UNRESOLVED	1	"l1cp."	"lcp."	"3 l1cp. 16"
#UNRESOLVED	1	"l1dlw."	"ldlw."	"30 l1dlw. 3"
#UNRESOLVED	1	"l1e I"	"le I"	"792 l1e I 1"
#UNRESOLVED	1	"l1ead"	"lead"	"3 l1ead 729"
#UNRESOLVED	1	"l1eill"	"leill"	"1 l1eill, 175"
#UNRESOLVED	1	"l1en"	"len"	"23 l1en 8"
#UNRESOLVED	1	"l1en. VI."	"len. VI."	"35 l1en. VI., 53"
#UNRESOLVED	1	"l1et. Rodes"	"let. Rodes"	"3 l1et. Rodes, 3"
#UNRESOLVED	1	"l1etc."	"letc."	"7 l1etc. 147"
#UNRESOLVED	1	"l1etiictl,)"	"letiictl,)"	"3 l1etiictl,) 4"
#UNRESOLVED	1	"l1ev. C. C."	"lev. C. C."	"924 l1ev. C. C. 2"
#UNRESOLVED	1	"l1ev. St."	"lev. St."	"6 l1ev. St. 1889"
#UNRESOLVED	1	"l1h."	"lh."	"1 l1h. 698"
#UNRESOLVED	1	"l1i Corn. J."	"li Corn. J."	"3 l1i Corn. J. 150"
#UNRESOLVED	1	"l1i i"	"li i"	"42 l1i i 354"
#UNRESOLVED	1	"l1i(Shi"	"li(Shi"	"4 l1i(Shi 1"
#UNRESOLVED	1	"l1i. ayrm."	"li. ayrm."	"2 l1i. ayrm. 00"
#UNRESOLVED	1	"l1i.p."	"li.p."	"7 l1i.p. 155"
#UNRESOLVED	1	"l1iI."	"liI."	"82 l1iI. 3"
#UNRESOLVED	1	"l1ias. &"	"lias. &"	"2 l1ias. & 1"
#UNRESOLVED	1	"l1ibl (Ky.)"	"libl (Ky.)"	"3 l1ibl (Ky.) 502"
#UNRESOLVED	1	"l1igh, Inijulle."	"ligh, Inijulle."	"1 l1igh, Inijulle. 72"
#UNRESOLVED	1	"l1igh, Injulie."	"ligh, Injulie."	"1 l1igh, Injulie. 20"
#UNRESOLVED	1	"l1igl., N. S."	"ligl., N. S."	"9 l1igl., N. S. 471"
#UNRESOLVED	1	"l1ii l"	"lii l"	"11 l1ii l 4"
#UNRESOLVED	1	"l1iirlo rlr"	"liirlo rlr"	"711 l1iirlo rlr, 13"
#UNRESOLVED	1	"l1il"	"lil"	"3 l1il, 11"
#UNRESOLVED	1	"l1ilisoli"	"lilisoli"	"1 l1ilisoli, 2"
#UNRESOLVED	1	"l1ill (S. C.)"	"lill (S. C.)"	"1 l1ill (S. C.) 207"
#UNRESOLVED	1	"l1ill Ch."	"lill Ch."	"1 l1ill Ch. 405"
#UNRESOLVED	1	"l1ill."	"lill."	"3 l1ill. 5"
#UNRESOLVED	1	"l1in"	"lin"	"1 l1in 11"
#UNRESOLVED	1	"l1inl."	"linl."	"42 l1inl. 2"
#UNRESOLVED	1	"l1it. C."	"lit. C."	"2 l1it. C. 50"
#UNRESOLVED	1	"l1itl. vol. ii."	"litl. vol. ii."	"4 l1itl. vol. ii., 1902"
#UNRESOLVED	1	"l1iy"	"liy"	"1 l1iy 1"
#UNRESOLVED	1	"l1kf."	"lkf."	"8 l1kf. 125"
#UNRESOLVED	1	"l1knry I V., Act"	"lknry I V., Act"	"1 l1knry I V., Act 2"
#UNRESOLVED	1	"l1l Sept."	"ll Sept."	"19 l1l Sept. 1"
#UNRESOLVED	1	"l1l)"	"ll)"	"4 l1l)\n\t\t\t3122"
#UNRESOLVED	1	"l1l. Ann."	"ll. Ann."	"7 l1l. Ann. 25"
#UNRESOLVED	1	"l1l. Indt i t"	"ll. Indt i t"	"1 l1l. Indt i t 1"
#UNRESOLVED	1	"l1l.."	"ll.."	"1 l1l.. 17"
#UNRESOLVED	1	"l1l.II t It"	"ll.II t It"	"3 l1l.II t It 1"
#UNRESOLVED	1	"l1la."	"lla."	"2 l1la. 1"
#UNRESOLVED	1	"l1lan"	"llan"	"7 l1lan, 8"
#UNRESOLVED	1	"l1li .Mis,."	"lli .Mis,."	"170 l1li .Mis,. 38"
#UNRESOLVED	1	"l1lich."	"llich."	"38 l1lich. 501"
#UNRESOLVED	1	"l1lin (N. Y.)"	"llin (N. Y.)"	"88 l1lin (N. Y.), 141"
#UNRESOLVED	1	"l1ll"	"lll"	"1 l1ll 1"
#UNRESOLVED	1	"l1ll l"	"lll l"	"4 l1ll l, 4"
#UNRESOLVED	1	"l1ll sto(( . It."	"lll sto(( . It."	"1 l1ll sto(( . It. 1"
#UNRESOLVED	1	"l1lnson"	"llnson"	"3 l1lnson, 218"
#UNRESOLVED	1	"l1ltlr.I"	"lltlr.I"	"911 l1ltlr.I 1"
#UNRESOLVED	1	"l1lv sliihl"	"llv sliihl"	"1 l1lv sliihl 1"
#UNRESOLVED	1	"l1m"	"lm"	"61 l1m, 427"
#UNRESOLVED	1	"l1n."	"ln."	"23 l1n. 11"
#UNRESOLVED	1	"l1nackf. (Ind.)"	"lnackf. (Ind.)"	"7 l1nackf. (Ind.) 537"
#UNRESOLVED	1	"l1nio.i i"	"lnio.i i"	"4 l1nio.i i 55"
#UNRESOLVED	1	"l1nl)"	"lnl)"	"1 l1nl) 29"
#UNRESOLVED	1	"l1nlannnn"	"lnlannnn"	"1 l1nlannnn, 23"
#UNRESOLVED	1	"l1nllinrobo ..."	"lnllinrobo ..."	"9 l1nllinrobo ... 1"
#UNRESOLVED	1	"l1nnc, c."	"lnnc, c."	"7 l1nnc, c. 19"
#UNRESOLVED	1	"l1ns."	"lns."	"4 l1ns. 302"
#UNRESOLVED	1	"l1nt."	"lnt."	"29 l1nt. 570"
#UNRESOLVED	1	"l1o. App. VOL."	"lo. App. VOL."	"50 l1o. App.\n\t\t\tVOL. 1"
#UNRESOLVED	1	"l1oHoway, lle"	"loHoway, lle"	"712 l1oHoway, lle, 60"
#UNRESOLVED	1	"l1ock r. llock"	"lock r. llock"	"53 l1ock r. llock 875"
#UNRESOLVED	1	"l1od."	"lod."	"12 l1od. 3"
