# legalhist.whitelist candidates for OCR digit-corrupted reporter abbreviations
# sample: 1052158 pages (10.0% of moml.page_ocrtext)
# reporter_standard is proposed by stripping letter-flanked digits and
# looking the result up in the current whitelist. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the stripped spelling is itself a reporter in
# legalhist.reporters, and "via-variant" when it is another whitelist variant
# that maps onward, in which case the proposal inherits that entry's looseness.
#
# count	reporter_found	stripped	reporter_standard	confidence	example
#UNRESOLVED	1	"l1oergen v Harne.s"	"loergen v Harne.s"	"112 l1oergen v Harne.s 14"
#UNRESOLVED	1	"l1onre"	"lonre"	"10 l1onre, 252"
#UNRESOLVED	1	"l1oo. P. C. N. S."	"loo. P. C. N. S."	"4 l1oo. P. C. N. S. 272"
#UNRESOLVED	1	"l1oott"	"loott"	"1 l1oott 48"
#UNRESOLVED	1	"l1os. & Pull."	"los. & Pull."	"2 l1os. & Pull. 303"
#UNRESOLVED	1	"l1ow. St. Tr."	"low. St. Tr."	"18 l1ow. St. Tr. 1135"
#UNRESOLVED	1	"l1ow. U. &."	"low. U. &."	"7 l1ow. U. &., 573"
#UNRESOLVED	1	"l1oward."	"loward."	"12 l1oward. 366"
#UNRESOLVED	1	"l1owden, Re"	"lowden, Re"	"109 l1owden, Re 27"
#UNRESOLVED	1	"l1own"	"lown"	"3 l1own 55"
#UNRESOLVED	1	"l1p."	"lp."	"6 l1p. 172"
#UNRESOLVED	1	"l1pi."	"lpi."	"1 l1pi. 10"
#UNRESOLVED	1	"l1q ."	"lq ."	"7 l1q . 211"
#UNRESOLVED	1	"l1r o"	"lr o"	"7 l1r\n\t\t\to 1"
#UNRESOLVED	1	"l1radf."	"lradf."	"2 l1radf. 291"
#UNRESOLVED	1	"l1rihli"	"lrihli"	"9 l1rihli, 1"
#UNRESOLVED	1	"l1s tilt"	"ls tilt"	"1 l1s tilt, 1"
#UNRESOLVED	1	"l1s. in all......."	"ls. in all......."	"11 l1s. in all....... 414"
#UNRESOLVED	1	"l1s.)"	"ls.)"	"12 l1s.) 5"
#UNRESOLVED	1	"l1t"	"lt"	"18 l1t 1"
#UNRESOLVED	1	"l1t Ed."	"lt Ed."	"655\n\t\t\tl1t Ed. 2"
#UNRESOLVED	1	"l1t so ll"	"lt so ll"	"1 l1t so ll 1"
#UNRESOLVED	1	"l1tgg. Atdi."	"ltgg. Atdi."	"3 l1tgg. Atdi. 2"
#UNRESOLVED	1	"l1th June"	"lth June"	"1 l1th June 1784"
#UNRESOLVED	1	"l1u"	"lu"	"57 l1u 591"
#UNRESOLVED	1	"l1ughes"	"lughes"	"3 l1ughes, 26"
#UNRESOLVED	1	"l1uish"	"luish"	"7 l1uish, 59"
#UNRESOLVED	1	"l1ur."	"lur."	"1 l1ur. 2112"
#UNRESOLVED	1	"l1wa"	"lwa"	"39 l1wa, 283"
#UNRESOLVED	1	"l1y petitioln."	"ly petitioln."	"61\n\t\t\tl1y petitioln. 88"
#UNRESOLVED	1	"l1yl. & K."	"lyl. & K."	"1 l1yl. & K. 403"
#UNRESOLVED	1	"l1ó"	"ló"	"1 l1ó 5"
#UNRESOLVED	1	"l1ó.iD"	"ló.iD"	"1 l1ó.iD 43"
#UNRESOLVED	1	"l2aouag."	"laouag."	"2 l2aouag. 46"
#UNRESOLVED	1	"l2end."	"lend."	"23 l2end. 616"
#UNRESOLVED	1	"l2et."	"let."	"2 l2et., 380"
#UNRESOLVED	1	"l2nrr."	"lnrr."	"5 l2nrr. 2686"
#UNRESOLVED	1	"l3a"	"la"	"1 l3a 3111"
#UNRESOLVED	1	"l3ac. Rep."	"lac. Rep."	"2 l3ac. Rep. 1033"
#UNRESOLVED	1	"l3ae. Abr."	"lae. Abr."	"1 l3ae. Abr. 2601"
#UNRESOLVED	1	"l3ailtly"	"lailtly"	"1 l3ailtly, 553"
#UNRESOLVED	1	"l3arcl"	"larcl"	"11 l3arcl 21"
#UNRESOLVED	1	"l3arl)."	"larl)."	"5 l3arl). 10"
#UNRESOLVED	1	"l3ass"	"lass"	"120 l3ass 887"
#UNRESOLVED	1	"l3atehlif."	"latehlif."	"12 l3atehlif. 2"
#UNRESOLVED	1	"l3b. Ilolles, A."	"lb. Ilolles, A."	"3 l3b. Ilolles, A. 8"
#UNRESOLVED	1	"l3c"	"lc"	"3 l3c 1130"
#UNRESOLVED	1	"l3ce. & W."	"lce. & W."	"2 l3ce. & W. 7"
#UNRESOLVED	1	"l3emis r. N."	"lemis r. N."	"4 l3emis r. N. 0"
#UNRESOLVED	1	"l3iiil."	"liiil."	"1 l3iiil. 11"
#UNRESOLVED	1	"l3il. C. L."	"lil. C. L."	"2 l3il. C. L. 1"
#UNRESOLVED	1	"l3ing. N.. ."	"ling. N.. ."	"8 l3ing. N.. . 51"
#UNRESOLVED	1	"l3inmg."	"linmg."	"2 l3inmg. 107"
#UNRESOLVED	1	"l3iscue and Arnot"	"liscue and Arnot"	"199 l3iscue and Arnot 659"
#UNRESOLVED	1	"l3lilljjl"	"llilljjl"	"3 l3lilljjl 1333"
#UNRESOLVED	1	"l3ll. A p1p."	"lll. A pp."	"17 l3ll. A p1p. 21"
#UNRESOLVED	1	"l3n."	"ln."	"2 l3n. 318"
#UNRESOLVED	1	"l3o. App."	"lo. App."	"90 l3o. App. 039"
#UNRESOLVED	1	"l3on0d u. Endicott"	"lond u. Endicott"	"2 l3on0d u. Endicott, 149"
#UNRESOLVED	1	"l3ooanl v, Duolk"	"looanl v, Duolk"	"29 l3ooanl v, Duolk 470"
#UNRESOLVED	1	"l3ranston (The)"	"lranston (The)"	"050 l3ranston (The), 552"
#UNRESOLVED	1	"l3rdf."	"lrdf."	"1 l3rdf. 800"
#UNRESOLVED	1	"l3ro. C. C."	"lro. C. C."	"2 l3ro. C. C. 583"
#UNRESOLVED	1	"l3ro. Ch."	"lro. Ch."	"1 l3ro. Ch. 101"
#UNRESOLVED	1	"l3rrS"	"lrrS"	"10 l3rrS, 25"
#UNRESOLVED	1	"l3s. iaouti"	"ls. iaouti"	"0 l3s. iaouti 2"
#UNRESOLVED	1	"l3t."	"lt."	"1 l3t. 1"
#UNRESOLVED	1	"l3th June"	"lth June"	"1 l3th June 1833"
#UNRESOLVED	1	"l3th Selp."	"lth Selp."	"1 l3th Selp., 1880"
#UNRESOLVED	1	"l3ulstr."	"lulstr."	"1 l3ulstr. 154"
#UNRESOLVED	1	"l3ut"	"lut"	"4 l3ut\n\t\t\t1"
#UNRESOLVED	1	"l4Vt"	"lVt"	"445 l4Vt 41"
#UNRESOLVED	1	"l4X"	"lX"	"444 l4X 1"
#UNRESOLVED	1	"l4ilw)"	"lilw)"	"1 l4ilw) 21"
#UNRESOLVED	1	"l4l, l"	"ll, l"	"9 l4l, l 114"
#UNRESOLVED	1	"l4lot1ly"	"llotly"	"1 l4lot1ly, 64"
#UNRESOLVED	1	"l4ta"	"lta"	"4 l4ta 45"
#UNRESOLVED	1	"l4tll"	"ltll"	"419 l4tll 7"
#UNRESOLVED	1	"l5i"	"li"	"1 l5i 1"
#UNRESOLVED	1	"l5ióó1k W"	"lióók W"	"1 l5ióó1k W 4"
#UNRESOLVED	1	"l5nipi. ..)"	"lnipi. ..)"	"8 l5nipi. ..), 17"
#UNRESOLVED	1	"l5ol."	"lol."	"75 l5ol. 7"
#UNRESOLVED	1	"l6G C."	"lG C."	"0 l6G C.\n\t\t\t610"
#UNRESOLVED	1	"l7Wheat."	"lWheat."	"9 l7Wheat. 203"
#UNRESOLVED	1	"l7gg."	"lgg."	"1 l7gg. 733"
#UNRESOLVED	1	"l7ils."	"lils."	"1 l7ils. 59"
#UNRESOLVED	1	"l7l"	"ll"	"172 l7l 192"
#UNRESOLVED	1	"l7s."	"ls."	"328 l7s. 4"
#UNRESOLVED	1	"l8s."	"ls."	"221 l8s. 9"
#UNRESOLVED	1	"l8t"	"lt"	"1 l8t 11"
#UNRESOLVED	1	"l9Eq."	"lEq."	"1 l9Eq. 256"
#UNRESOLVED	1	"l9O &"	"lO &"	"089 l9O & 00"
#UNRESOLVED	1	"l9ep."	"lep."	"10 l9ep. 1"
#UNRESOLVED	1	"l9ó"	"ló"	"913 l9ó 1917"
#UNRESOLVED	1	"lA1lw."	"lAlw."	"11 lA1lw. 1"
#UNRESOLVED	1	"lAr,il gA1l July"	"lAr,il gAl July"	"14 lAr,il gA1l July, 1"
#UNRESOLVED	1	"lBtsoln c. Newm1an"	"lBtsoln c. Newman"	"609 lBtsoln c. Newm1an, 1"
#UNRESOLVED	1	"lEg. L. & E1q."	"lEg. L. & Eq."	"3 lEg. L. & E1q. 17"
#UNRESOLVED	1	"lF.I. & B1l."	"lF.I. & Bl."	"7 lF.I. & B1l. 867"
#UNRESOLVED	1	"lF1d."	"lFd."	"116 lF1d. 8"
#UNRESOLVED	1	"lF7iena. Rep."	"lFiena. Rep."	"1 lF7iena. Rep. 219"
#UNRESOLVED	1	"lHc3ovtlry ,of"	"lHcovtlry ,of"	"7 lHc3ovtlry ,of 1"
#UNRESOLVED	1	"lHogan (I6l(i)"	"lHogan (Il(i)"	"287 lHogan (I6l(i), 1"
#UNRESOLVED	1	"lI1l."	"lIl."	"1 lI1l. 102"
#UNRESOLVED	1	"lI1l. VII., fol."	"lIl. VII., fol."	"11 lI1l. VII., fol. 9"
#UNRESOLVED	1	"lI1tn"	"lItn"	"43 lI1tn, 314"
#UNRESOLVED	1	"lI4o"	"lIo"	"14 lI4o 01"
#UNRESOLVED	1	"lI7mo. & Gr."	"lImo. & Gr."	"4 lI7mo. & Gr. 249"
#UNRESOLVED	1	"lI7nry"	"lInry"	"4 lI7nry 17"
#UNRESOLVED	1	"lINMI1N"	"lINMIN"	"114 lINMI1N 4111"
#UNRESOLVED	1	"lIaw1el wh1l kIolls"	"lIawel whl kIolls"	"1 lIaw1el wh1l kIolls 1"
#UNRESOLVED	1	"lIn l1l"	"lIn ll"	"02 lIn l1l 1"
#UNRESOLVED	1	"lIt4If Virqiulo"	"lItIf Virqiulo"	"1 lIt4If\n\t\t\tVirqiulo 4"
#UNRESOLVED	1	"lIy. L. It1rp."	"lIy. L. Itrp."	"21 lIy. L. It1rp. 11"
#UNRESOLVED	1	"lJll5ll r. Jtlsr.."	"lJllll r. Jtlsr.."	"9 lJll5ll r. Jtlsr.. 3"
#UNRESOLVED	1	"lK1mis."	"lKmis."	"11 lK1mis. 511"
#UNRESOLVED	1	"lLi4t"	"lLit"	"8 lLi4t, 308"
#UNRESOLVED	1	"lO0C"	"lOC"	"05 lO0C 2"
#UNRESOLVED	1	"lO1lt6O"	"lOltO"	"1 lO1lt6O 10"
#UNRESOLVED	1	"lO6t"	"lOt"	"320 lO6t 338"
#UNRESOLVED	1	"lOkillgllh2lll."	"lOkillgllhlll."	"10 lOkillgllh2lll.\n\t\t\t1"
#UNRESOLVED	1	"lS5i . I."	"lSi . I."	"1 lS5i . I. 1"
#UNRESOLVED	1	"lThr All1t, Swab."	"lThr Allt, Swab."	"287 lThr All1t, Swab. 189"
#UNRESOLVED	1	"lU7J"	"lUJ"	"1 lU7J 2"
#UNRESOLVED	1	"lV4y"	"lVy"	"44 lV4y 2"
#UNRESOLVED	1	"la. l0i."	"la. li."	"71 la. l0i., 32"
#UNRESOLVED	1	"la1ll i. T."	"lall i. T."	"1 la1ll i. T. 1"
#UNRESOLVED	1	"la1n."	"lan."	"2 la1n. 144"
#UNRESOLVED	1	"lac7des, effect of"	"lacdes, effect of"	"792 lac7des, effect of, 7"
#UNRESOLVED	1	"lad. W2ó)"	"lad. Wó)"	"47 lad. W2ó), 804"
#UNRESOLVED	1	"lai2t."	"lait."	"4 lai2t. 5"
#UNRESOLVED	1	"larb B5lO"	"larb BlO"	"28 larb B5lO, 1"
#UNRESOLVED	1	"lay i9gS"	"lay igS"	"4 lay i9gS 4"
#UNRESOLVED	1	"ld (h tl0t l"	"ld (h tlt l"	"4 ld (h tl0t l 11"
#UNRESOLVED	1	"ld M1ass."	"ld Mass."	"7 ld M1ass. 281"
#UNRESOLVED	1	"ld. l2t."	"ld. lt."	"29 ld. l2t. 3"
#UNRESOLVED	1	"ld1Y"	"ldY"	"1 ld1Y 141"
#UNRESOLVED	1	"ld1l."	"ldl."	"51 ld1l. 509"
#UNRESOLVED	1	"lday of .an1ary"	"lday of .anary"	"1 lday of .an1ary, 1887"
#UNRESOLVED	1	"ldlrc1d"	"ldlrcd"	"4 ldlrc1d 1"
#UNRESOLVED	1	"le1i."	"lei."	"12 le1i. 7"
#UNRESOLVED	1	"le3Mvle & lK."	"leMvle & lK."	"3 le3Mvle & lK. 200"
#UNRESOLVED	1	"le3nnett. Stra."	"lennett. Stra."	"91 le3nnett. Stra. 787"
#UNRESOLVED	1	"le7aton"	"leaton"	"7 le7aton, 46"
#UNRESOLVED	1	"leadu1r."	"leadur."	"111 leadu1r.\n\t\t\t1"
#UNRESOLVED	1	"legsII1I(iderBi"	"legsIII(iderBi"	"1 legsII1I(iderBi 1"
#UNRESOLVED	1	"leoper ll1s. & Wife"	"leoper lls. & Wife"	"2 leoper ll1s. & Wife, 14"
#UNRESOLVED	1	"lestj4l It l"	"lestjl It l"	"41 lestj4l It l 1"
#UNRESOLVED	1	"let. (M3ia..)"	"let. (Mia..)"	"6 let. (M3ia..) 438"
#UNRESOLVED	1	"lh(dd1rly"	"lh(ddrly"	"09 lh(dd1rly 1"
#UNRESOLVED	1	"lh1Im"	"lhIm"	"13 lh1Im, 170"
#UNRESOLVED	1	"lh1i"	"lhi"	"21 lh1i 274"
#UNRESOLVED	1	"lh1ll l1e"	"lhll le"	"1 lh1ll l1e 1"
#UNRESOLVED	1	"lh1n"	"lhn"	"29 lh1n, 114"
#UNRESOLVED	1	"lh1u (N. Y.)"	"lhu (N. Y.)"	"5 lh1u (N. Y.), 321"
#UNRESOLVED	1	"lhcntlon1cl, hut with"	"lhcntloncl, hut with"	"1 lhcntlon1cl, hut with 1"
#UNRESOLVED	1	"li C G ltods. I1t p ."	"li C G ltods. It p ."	"2 li C G ltods. I1t p . 1"
#UNRESOLVED	1	"li lln E1l."	"li lln El."	"1 li lln\n\t\t\tE1l. 11"
#UNRESOLVED	1	"li o t1rl"	"li o trl"	"1 li o t1rl 11"
#UNRESOLVED	1	"li. A1pi."	"li. Api."	"10 li. A1pi. 22"
#UNRESOLVED	1	"li. wI I1I"	"li. wI II"	"1 li. wI I1I 1"
#UNRESOLVED	1	"li.llll4clI le th ."	"li.llllclI le th ."	"0 li.llll4clI le th . 4"
#UNRESOLVED	1	"li0q"	"liq"	"5 li0q 4"
#UNRESOLVED	1	"li1C.la"	"liC.la"	"411 li1C.la 14"
#UNRESOLVED	1	"li1OliU"	"liOliU"	"110 li1OliU 1"
#UNRESOLVED	1	"li1ii"	"liii"	"4 li1ii 1"
#UNRESOLVED	1	"li1ilen"	"liilen"	"1 li1ilen 1"
#UNRESOLVED	1	"li1in"	"liin"	"84 li1in 114"
#UNRESOLVED	1	"li1l"	"lil"	"111 li1l 4"
#UNRESOLVED	1	"li1lI A.NIlii"	"lilI A.NIlii"	"01 li1lI A.NIlii 2"
#UNRESOLVED	1	"li1ovillg, shiu w"	"liovillg, shiu w"	"1 li1ovillg, shiu w 8"
#UNRESOLVED	1	"li1t IO h tll"	"lit IO h tll"	"14 li1t IO h tll 0"
#UNRESOLVED	1	"li1ut it"	"liut it"	"1 li1ut it 1"
#UNRESOLVED	1	"li2olprter"	"liolprter"	"8 li2olprter, 02"
#UNRESOLVED	1	"li4I. ll Ie. Osi ("	"liI. ll Ie. Osi ("	"1 li4I. ll Ie. Osi ( 54"
#UNRESOLVED	1	"li4i"	"lii"	"4 li4i 1"
#UNRESOLVED	1	"li4ket, v.S"	"liket, v.S"	"81 li4ket, v.S 51"
#UNRESOLVED	1	"li4l"	"lil"	"111 li4l 1"
#UNRESOLVED	1	"li4tlr lt"	"litlr lt"	"5 li4tlr lt 1"
#UNRESOLVED	1	"li6i"	"lii"	"85 li6i 0"
#UNRESOLVED	1	"liL3st llot"	"liLst llot"	"7\n\t\t\tliL3st llot 113"
#UNRESOLVED	1	"liable for tor1ts"	"liable for torts"	"170 liable for tor1ts, 18"
#UNRESOLVED	1	"lice4ll"	"licell"	"4 lice4ll 1"
#UNRESOLVED	1	"lich1i."	"lichi."	"119 lich1i. 249"
#UNRESOLVED	1	"lici2t"	"licit"	"1 lici2t 2221"
#UNRESOLVED	1	"licih. E1q."	"licih. Eq."	"2 licih. E1q., 259"
#UNRESOLVED	1	"lie Wallir. (l2SS)."	"lie Wallir. (lSS)."	"5 lie Wallir. (l2SS). 23"
#UNRESOLVED	1	"lie l9ti"	"lie lti"	"25 lie l9ti 4"
#UNRESOLVED	1	"liel4tk."	"lieltk."	"1 liel4tk. 0"
#UNRESOLVED	1	"lien. & M3inf."	"lien. & Minf."	"4 lien. & M3inf. 488"
#UNRESOLVED	1	"lien. V1Il. c."	"lien. VIl. c."	"32 lien. V1Il. c. 9"
#UNRESOLVED	1	"lien. f3l."	"lien. fl."	"2 lien. f3l. 604"
#UNRESOLVED	1	"lii4lph."	"liilph."	"8 lii4lph. 25"
#UNRESOLVED	1	"lil5i."	"lili."	"10 lil5i. 441"
#UNRESOLVED	1	"lilible. hIt1l d"	"lilible. hItl d"	"444 lilible. hIt1l d 1"
#UNRESOLVED	1	"link2e r"	"linke r"	"124\n\t\t\tlink2e r 1122"
#UNRESOLVED	1	"lintsil s1I(ich co"	"lintsil sI(ich co"	"1 lintsil s1I(ich co 1"
#UNRESOLVED	1	"liootre2ll"	"liootrell"	"6 liootre2ll, 2"
#UNRESOLVED	1	"lisiIibl JIA1lll Ij"	"lisiIibl JIAlll Ij"	"111 lisiIibl JIA1lll Ij 1"
#UNRESOLVED	1	"lit g1llsl"	"lit gllsl"	"11 lit g1llsl 5"
#UNRESOLVED	1	"lit. hold1I ill"	"lit. holdI ill"	"1 lit. hold1I ill 1"
#UNRESOLVED	1	"liuln (i0l n men."	"liuln (il n men."	"50 liuln (i0l n men. 43"
#UNRESOLVED	1	"livull W4s, giO"	"livull Ws, giO"	"9 livull W4s, giO 01"
#UNRESOLVED	1	"ll PI9I"	"ll PII"	"99 ll PI9I 999"
#UNRESOLVED	1	"ll iply du1ty lit"	"ll iply duty lit"	"111 ll iply du1ty lit 1"
#UNRESOLVED	1	"ll n1t"	"ll nt"	"500 ll n1t 1"
#UNRESOLVED	1	"ll t1il. wliret Ilh"	"ll til. wliret Ilh"	"1 ll t1il. wliret Ilh 1"
#UNRESOLVED	1	"ll t1ll .Ml Ilinl"	"ll tll .Ml Ilinl"	"111 ll t1ll .Ml Ilinl 1"
#UNRESOLVED	1	"ll)lli1i("	"ll)llii("	"1 ll)lli1i( 5"
#UNRESOLVED	1	"ll. (,t lili1lly"	"ll. (,t lililly"	"1 ll. (,t lili1lly 1"
#UNRESOLVED	1	"ll.OG t1IA PI ."	"ll.OG tIA PI ."	"111 ll.OG t1IA PI . 1"
#UNRESOLVED	1	"ll0W."	"llW."	"21 ll0W. 1"
#UNRESOLVED	1	"ll0il"	"llil"	"1 ll0il, 10"
#UNRESOLVED	1	"ll0t r I li tkl"	"llt r I li tkl"	"14 ll0t r I li tkl, 1"
#UNRESOLVED	1	"ll1ae"	"llae"	"1 ll1ae, 519"
#UNRESOLVED	1	"ll1ale"	"llale"	"1 ll1ale, 411"
#UNRESOLVED	1	"ll1atef. . U .."	"llatef. . U .."	"19\n\t\t\tll1atef. . U .. 8"
#UNRESOLVED	1	"ll1ii"	"llii"	"22 ll1ii, 527"
#UNRESOLVED	1	"ll1kf."	"llkf."	"6 ll1kf. 406"
#UNRESOLVED	1	"ll1ll. lopl."	"llll. lopl."	"2 ll1ll. lopl. 1"
#UNRESOLVED	1	"ll1lll"	"lllll"	"11 ll1lll 1111"
#UNRESOLVED	1	"ll1mg."	"llmg."	"3 ll1mg. 285"
#UNRESOLVED	1	"ll1mpIhIl."	"llmpIhIl."	"3 ll1mpIhIl. 167"
#UNRESOLVED	1	"ll1nn."	"llnn."	"1 ll1nn. 5"
#UNRESOLVED	1	"ll1olls ."	"llolls ."	"03 ll1olls . 1"
#UNRESOLVED	1	"ll1s. & P."	"lls. & P."	"1 ll1s. & P. 58"
#UNRESOLVED	1	"ll1sw."	"llsw."	"7 ll1sw. 609"
#UNRESOLVED	1	"ll1t"	"llt"	"1 ll1t 1111"
#UNRESOLVED	1	"ll1ua"	"llua"	"503 ll1ua 0"
#UNRESOLVED	1	"ll2iv."	"lliv."	"1 ll2iv. 276"
#UNRESOLVED	1	"ll2llillt"	"llllillt"	"4 ll2llillt 1"
#UNRESOLVED	1	"ll2ltic (Thlle)."	"llltic (Thlle)."	"85 ll2ltic (Thlle). 2"
#UNRESOLVED	1	"ll3o"	"llo"	"434 ll3o 4"
#UNRESOLVED	1	"ll4m"	"llm"	"1 ll4m 4"
#UNRESOLVED	1	"ll4tI i thutit bIM"	"lltI i thutit bIM"	"1 ll4tI i thutit bIM, 4"
#UNRESOLVED	1	"ll9ll"	"llll"	"9 ll9ll 9"
#UNRESOLVED	1	"ll9llil to"	"llllil to"	"113 ll9llil to 1011"
#UNRESOLVED	1	"llBarn. & A1id."	"llBarn. & Aid."	"5 llBarn. & A1id. 722"
#UNRESOLVED	1	"llH., t1nd, if"	"llH., tnd, if"	"1 llH., t1nd, if 11"
#UNRESOLVED	1	"llI1I"	"llII"	"4 llI1I, 02"
#UNRESOLVED	1	"lla1ik."	"llaik."	"12 lla1ik. 109"
#UNRESOLVED	1	"llaril. .Ad1nl."	"llaril. .Adnl."	"3 llaril. .Ad1nl. 7"
#UNRESOLVED	1	"llc. S4G. Where"	"llc. SG. Where"	"1 llc. S4G. Where 41"
#UNRESOLVED	1	"llen. I1la."	"llen. Ila."	"2 llen. I1la. 145"
#UNRESOLVED	1	"llen. V1I. so."	"llen. VI. so."	"12 llen. V1I. so. 10"
#UNRESOLVED	1	"llgII2I I. . ..."	"llgIII I. . ..."	"3 llgII2I I. . ... 32"
#UNRESOLVED	1	"llh illM1l"	"llh illMl"	"1 llh illM1l 1"
#UNRESOLVED	1	"llhutllp1h."	"llhutllph."	"5 llhutllp1h. 373"
#UNRESOLVED	1	"llir. .& M1ll."	"llir. .& Mll."	"31 llir. .& M1ll. 1"
#UNRESOLVED	1	"llith Ir1t"	"llith Irt"	"11 llith Ir1t 1"
#UNRESOLVED	1	"lll , c1il"	"lll , cil"	"11 lll , c1il 1"
#UNRESOLVED	1	"lll. I1l"	"lll. Il"	"126 lll. I1l, 18"
#UNRESOLVED	1	"lllclt ltt . Co2n."	"lllclt ltt . Con."	"1 lllclt ltt . Co2n. 106"
#UNRESOLVED	1	"lllct. I4Y"	"lllct. IY"	"1 lllct. I4Y 41"
#UNRESOLVED	1	"llll5j"	"llllj"	"1 llll5j 1"
#UNRESOLVED	1	"lllllll1w"	"lllllllw"	"0 lllllll1w 1"
#UNRESOLVED	1	"llltllnl1t."	"llltllnlt."	"111 llltllnl1t. 8"
#UNRESOLVED	1	"llr l I1ll"	"llr l Ill"	"11 llr l I1ll 1"
#UNRESOLVED	1	"llu1ph. (TeIn.)"	"lluph. (TeIn.)"	"6 llu1ph. (TeIn.) 29"
#UNRESOLVED	1	"llunt r. I1arcily"	"llunt r. Iarcily"	"915 llunt r. I1arcily, 25"
#UNRESOLVED	1	"lly a p1rosecutor"	"lly a prosecutor"	"597 lly a p1rosecutor, 12"
#UNRESOLVED	1	"lm1l"	"lml"	"19 lm1l, 129"
#UNRESOLVED	1	"lmo1ins"	"lmoins"	"1 lmo1ins, 2"
#UNRESOLVED	1	"ln.li. h3i"	"ln.li. hi"	"7 ln.li. h3i 1"
#UNRESOLVED	1	"ln1l."	"lnl."	"7 ln1l. 505"
#UNRESOLVED	1	"lnIsis. s ol0ly"	"lnIsis. s olly"	"11 lnIsis. s ol0ly 1"
#UNRESOLVED	1	"lnoramu3s, ib"	"lnoramus, ib"	"377 lnoramu3s, ib 305"
#UNRESOLVED	1	"lo. a1s)"	"lo. as)"	"71 lo.\n\t\t\ta1s), 183"
#UNRESOLVED	1	"lo0t"	"lot"	"10 lo0t 100"
#UNRESOLVED	1	"loe S2l"	"loe Sl"	"354\n\t\t\tloe S2l 719"
#UNRESOLVED	1	"loli1g"	"lolig"	"1 loli1g 1"
#UNRESOLVED	1	"loo0K"	"looK"	"761 loo0K 111"
#UNRESOLVED	1	"loow. St. T2r"	"loow. St. Tr"	"19 loow. St. T2r, 886"
#UNRESOLVED	1	"lou G6h"	"lou Gh"	"4 lou G6h 1"
#UNRESOLVED	1	"lowit, t0l."	"lowit, tl."	"21 lowit, t0l. 2"
#UNRESOLVED	1	"lowurdl . vSli1w"	"lowurdl . vSliw"	"208 lowurdl . vSli1w, 10"
#UNRESOLVED	1	"lplW el l1l"	"lplW el ll"	"1 lplW el l1l 114"
#UNRESOLVED	1	"lpres4lited, witlol"	"lpreslited, witlol"	"1 lpres4lited, witlol 4"
#UNRESOLVED	1	"lsliilkrul3tcy . ."	"lsliilkrultcy . ."	"352 lsliilkrul3tcy . . 35"
#UNRESOLVED	1	"lslo3wI . Prt."	"lslowI . Prt."	"1 lslo3wI . Prt. 53"
#UNRESOLVED	1	"lt1i."	"lti."	"19 lt1i. 260"
#UNRESOLVED	1	"lt1l"	"ltl"	"414 lt1l 114"
#UNRESOLVED	1	"lt3irl). (N. Y.)"	"ltirl). (N. Y.)"	"27\n\t\t\tlt3irl). (N. Y.) 55"
#UNRESOLVED	1	"lt4i."	"lti."	"4 lt4i. 1"
#UNRESOLVED	1	"lt4ndl."	"ltndl."	"2 lt4ndl. 313"
#UNRESOLVED	1	"lte thI sul1b"	"lte thI sulb"	"11 lte thI sul1b 200"
#UNRESOLVED	1	"ltis1Rll"	"ltisRll"	"3 ltis1Rll, 13"
#UNRESOLVED	1	"lto3a. .Albla."	"ltoa. .Albla."	"20 lto3a. .Albla. 4"
#UNRESOLVED	1	"ltow. P1r. It."	"ltow. Pr. It."	"26 ltow. P1r. It. 25"
#UNRESOLVED	1	"ltussell o1n Crimes"	"ltussell on Crimes"	"2 ltussell o1n Crimes, 20"
#UNRESOLVED	1	"lu0e. Vict. c."	"lue. Vict. c."	"3 lu0e. Vict. c. 39"
#UNRESOLVED	1	"lu1mp) Ireight ors"	"lump) Ireight ors"	"1 lu1mp) Ireight ors 3"
#UNRESOLVED	1	"lu1rnitt"	"lurnitt"	"21 lu1rnitt 1"
#UNRESOLVED	1	"lucid illterv1l. If"	"lucid illtervl. If"	"1 lucid illterv1l. If 11"
#UNRESOLVED	1	"lug1i"	"lugi"	"1 lug1i 1"
#UNRESOLVED	1	"lui4ir"	"luiir"	"4 lui4ir, 2"
#UNRESOLVED	1	"lulu8s R."	"lulus R."	"1 lulu8s R. 125"
#UNRESOLVED	1	"lun c1he aire ill"	"lun che aire ill"	"1 lun c1he aire ill 1"
#UNRESOLVED	1	"lv3kf."	"lvkf."	"6 lv3kf.\n\t\t\t299"
#UNRESOLVED	1	"lw pr1lin"	"lw prlin"	"11 lw pr1lin 1"
#UNRESOLVED	1	"lw3lllr"	"lwlllr"	"1 lw3lllr 53"
#UNRESOLVED	1	"lyned3W"	"lynedW"	"03 lyned3W 333"
#UNRESOLVED	1	"m1d"	"md"	"3 m1d 4"
#UNRESOLVED	1	"m1l."	"ml."	"51 m1l. 37"
#UNRESOLVED	1	"m1r"	"mr"	"4 m1r 1"
#UNRESOLVED	1	"m4I"	"mI"	"1 m4I 4"
#UNRESOLVED	1	"ma0X"	"maX"	"13 ma0X 9"
#UNRESOLVED	1	"ma1i"	"mai"	"15 ma1i 1889"
#UNRESOLVED	1	"ma4sv"	"masv"	"414 ma4sv 1"
